step,seed,pi_return,mppi_return,phase_entropy
50176,2,1009.8,293.8,1.6184
100096,2,2141.1,1574.3,2.0887
150016,2,1901.2,2326.0,1.6660
200192,2,2608.2,1917.2,1.5113
250112,2,2827.3,2468.8,1.7572
300032,2,2257.5,1116.8,2.1331
350208,2,2824.8,631.1,1.7101
400128,2,1281.4,1416.0,1.6834
450048,2,1047.9,1379.1,1.3615
500224,2,1449.1,840.3,1.4099
