step,reward,eval_type,seed
50176,48.0,pi,2
50176,81.5,mppi,2
100096,902.1,pi,2
100096,848.0,mppi,2
150016,955.7,pi,2
150016,726.2,mppi,2
200192,965.1,pi,2
200192,721.7,mppi,2
250112,377.5,pi,2
250112,656.9,mppi,2
300032,967.9,pi,2
300032,956.5,mppi,2
350208,957.5,pi,2
350208,851.2,mppi,2
400128,947.4,pi,2
400128,845.6,mppi,2
450048,590.1,pi,2
450048,496.1,mppi,2
500224,971.3,pi,2
500224,852.7,mppi,2
550144,962.7,pi,2
550144,951.5,mppi,2
600064,955.2,pi,2
600064,963.9,mppi,2
650240,945.4,pi,2
650240,970.2,mppi,2
700160,963.0,pi,2
700160,970.2,mppi,2
750080,963.0,pi,2
750080,966.3,mppi,2
800000,967.1,pi,2
800000,967.1,mppi,2
850176,965.1,pi,2
850176,957.1,mppi,2
900096,959.7,pi,2
900096,967.0,mppi,2
950016,977.6,pi,2
950016,965.6,mppi,2
1000192,407.0,pi,2
1000192,503.0,mppi,2
