series,step,mean,ci95_lo,ci95_hi
tdmpc_glass_pi,0,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,13378,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,26756,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,40134,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,53512,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,66890,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,80268,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,93645,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,107023,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,120401,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,133779,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,147157,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,160535,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,173913,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,187291,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,200669,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,214047,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,227425,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,240803,33.779999999999994,-14.171095941137487,81.73109594113748
tdmpc_glass_pi,254181,34.2920889488332,-12.67872499710893,81.26290289477532
tdmpc_glass_pi,267559,35.97588310403494,-8.101646717340948,80.05341292541084
tdmpc_glass_pi,280936,37.65967725923669,-4.1089912266788104,79.42834574515219
tdmpc_glass_pi,294314,39.34347141443844,-0.8017208075499553,79.48866363642684
tdmpc_glass_pi,307692,41.027265569640186,1.7351161054463802,80.31941503383399
tdmpc_glass_pi,321070,42.711059724841924,3.451267060912187,81.97085238877166
tdmpc_glass_pi,334448,44.39485388004368,4.344742893493141,84.4449648665942
tdmpc_glass_pi,347826,46.07864803524542,4.462386555178057,87.69490951531279
tdmpc_glass_pi,361204,47.762442190447175,3.88720078208884,91.63768359880551
tdmpc_glass_pi,374582,49.44623634564893,2.7195613384524364,96.17291135284542
tdmpc_glass_pi,387960,51.130030500850665,1.0605860727699579,101.19947492893138
