step,reward,eval_type,seed
250112,1.3,pi,12
250112,7.5,mppi,12
500224,0.0,pi,12
500224,135.9,mppi,12
750080,319.6,pi,12
750080,325.5,mppi,12
1000192,362.3,pi,12
1000192,455.9,mppi,12
1250048,406.5,pi,12
1250048,472.5,mppi,12
1500160,442.8,pi,12
1500160,491.8,mppi,12
1750016,456.7,pi,12
1750016,512.3,mppi,12
2000128,473.7,pi,12
2000128,510.4,mppi,12
2250240,491.6,pi,12
2250240,518.5,mppi,12
2500096,463.9,pi,12
2500096,536.5,mppi,12
2750208,472.6,pi,12
2750208,526.5,mppi,12
3000064,472.1,pi,12
3000064,515.3,mppi,12
3250176,499.1,pi,12
3250176,521.7,mppi,12
