step,reward,eval_type,seed
250112,0.0,pi,1
250112,0.7,mppi,1
500224,2.7,pi,1
500224,1.1,mppi,1
750080,0.0,pi,1
750080,0.0,mppi,1
1000192,0.5,pi,1
1000192,0.0,mppi,1
1250048,0.0,pi,1
1250048,1.5,mppi,1
1500160,0.0,pi,1
1500160,0.0,mppi,1
1750016,0.0,pi,1
1750016,2.0,mppi,1
2000128,0.0,pi,1
2000128,0.6,mppi,1
2250240,2.0,pi,1
2250240,2.1,mppi,1
2500096,30.0,pi,1
2500096,92.3,mppi,1
2750208,0.0,pi,1
2750208,5.7,mppi,1
3000064,2.2,pi,1
3000064,2.7,mppi,1
3250176,1.7,pi,1
3250176,0.1,mppi,1
3500032,0.4,pi,1
3500032,0.9,mppi,1
3750144,0.0,pi,1
3750144,13.8,mppi,1
4000000,0.0,pi,1
4000000,5.1,mppi,1
4250112,1.3,pi,1
4250112,1.6,mppi,1
4500224,119.1,pi,1
4500224,93.9,mppi,1
4750080,159.1,pi,1
4750080,125.9,mppi,1
5000192,46.6,pi,1
5000192,166.8,mppi,1
5250048,99.9,pi,1
5250048,241.0,mppi,1
5500160,122.0,pi,1
5500160,235.5,mppi,1
5750016,53.6,pi,1
5750016,278.1,mppi,1
6000128,191.2,pi,1
6000128,301.1,mppi,1
6250240,195.9,pi,1
6250240,221.6,mppi,1
