training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6402826,4.6402826,0.018235823,1.0,1.2064042,9.355759,-7.635649,0.012584258,0.0005254713,0.25924432,0.015176701,0.019244414,-0.053079512,0.38285926,-4.6499596,4.6499596,0.022106677,1.0,1.2109475,3.6302404,-3.706376,0.012597578,0.00049303414,0.2760359,0.015357937,0.00792063717842102,39.60320425033569,5000
-4.643217,4.643217,0.019409789,1.0,0.93943286,6.8109517,-4.878357,0.010593257,0.00121104,0.3972925,0.014566181,0.0150104575,-0.028690958,0.38101354,-4.6379986,4.6379986,0.017322494,1.0,1.0044987,4.960712,-3.4743783,0.0113449,0.001313044,0.40320218,0.015376922,0.002448789167404175,51.84715485572815,10000
-4.6410427,4.6410427,0.018540077,1.0,0.99999094,3.869957,-3.401138,0.011087757,0.0010988361,0.5179399,0.016267156,0.029146753,-0.032921255,0.47235426,-4.637841,4.637841,0.017259384,1.0,1.1866767,3.7667592,-3.5921803,0.013042893,0.0011880067,0.53767824,0.018419676,0.002455234861373901,64.12333297729492,15000
-4.6316485,4.6316485,0.014782346,1.0,1.0244741,5.8536787,-4.1299176,0.013015561,0.0027988085,0.5290323,0.018305883,0.022523861,-0.041304942,0.82299995,-4.646333,4.646333,0.020656174,1.0,1.1947784,4.0626802,-4.096009,0.014856657,0.002938257,0.5257245,0.020113902,0.0024345978736877443,76.29632592201233,20000
-4.6343327,4.6343327,0.015856115,1.0,1.3468747,4.9818687,-5.421591,0.016548261,0.0031106202,0.7165966,0.023714228,0.048738424,-0.030437734,0.9350424,-4.6438656,4.6438656,0.019669151,1.0,1.5669428,6.4437265,-5.2174296,0.018270567,0.0026274135,0.7242418,0.025512986,0.0024058433055877686,88.32554626464844,25000
-4.6398287,4.6398287,0.0180545,1.0,3.6938052,6.1000147,-5.421591,0.040982373,0.004085175,1.4970516,0.055952888,0.060448576,-0.05828781,1.4118224,-4.6319704,4.6319704,0.014910991,1.0,3.3599362,6.4437265,-5.2174296,0.037963632,0.0044083553,1.5269536,0.05323317,0.00244800443649292,100.56557202339172,30000
-4.6339474,4.6339474,0.015701836,1.0,4.226156,6.4516735,-5.421591,0.07316594,0.03121655,1.8282604,0.091448545,0.5823175,-0.5266406,12.149264,-4.6490803,4.6490803,0.021755127,1.0,5.7721534,6.4437265,-5.2174296,0.06578773,0.008147678,1.853589,0.08432362,0.0024709922313690185,112.92053699493408,35000
-4.638261,4.638261,0.017427318,1.0,7.2723713,6.2740273,-5.421591,0.082898125,0.010277195,1.8913392,0.10181151,0.17967567,-0.14399847,3.0852764,-4.6348786,4.6348786,0.016074361,1.0,7.0243053,6.4437265,-5.2174296,0.080307335,0.010165948,1.8805258,0.09911259,0.002447405481338501,125.15756845474243,40000
-4.6307135,4.6307135,0.014408401,1.0,7.033752,5.389937,-5.421591,0.09005386,0.019915499,2.026752,0.11032137,0.3582806,-0.3581981,8.768007,-4.64355,4.64355,0.019542783,1.0,7.242671,6.4437265,-5.2174296,0.086689755,0.01440712,2.0152776,0.10684253,0.002452589225769043,137.42051911354065,45000
-4.6453037,4.6453037,0.020244418,1.0,6.59146,6.101447,-5.421591,0.0786975,0.012912024,2.0225086,0.09892259,0.27771223,-0.29123825,8.592039,-4.6333747,4.6333747,0.015472886,1.0,6.4035454,5.9929743,-5.2174296,0.07203002,0.008075325,2.0158496,0.09218852,0.002425194311141968,149.54649424552917,50000
