step,reward,eval_type,seed
50176,44.2,pi,2
50176,35.1,mppi,2
100096,46.9,pi,2
100096,47.6,mppi,2
150016,80.9,pi,2
150016,37.8,mppi,2
200192,56.6,pi,2
200192,58.4,mppi,2
250112,79.4,pi,2
250112,57.3,mppi,2
300032,70.7,pi,2
300032,57.4,mppi,2
350208,69.4,pi,2
350208,57.4,mppi,2
400128,64.9,pi,2
400128,48.0,mppi,2
450048,104.2,pi,2
450048,66.8,mppi,2
500224,80.7,pi,2
500224,71.3,mppi,2
