training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-7.715273,7.715273,0.09094118,1.0,0.94925094,3.3040652,-3.7592604,0.013303578,0.007998606,0.986938,0.7018087,0.020321665,0.0663971,-0.08363228,1.6563854,-7.806075,7.806075,0.11364167,1.0,0.8898761,3.7303743,-3.7607267,0.01030218,0.0085662175,0.9888695,0.7097478,0.017399658,0.010152655696868896,50.763301610946655,5000
-7.6917467,7.6917467,0.08505966,1.0,0.962626,5.5347342,-5.8556457,0.017797679,0.06634569,0.9888537,1.0684446,0.028482124,0.075380474,-0.056737814,2.10411,-7.7627935,7.7627935,0.10282141,1.0,1.1187987,5.326017,-5.9988246,0.018869642,0.04055641,0.98783314,1.0676355,0.029545996,0.004309362602233887,72.3101258277893,10000
-7.6199503,7.6199503,0.06711051,1.0,1.7145125,5.5347342,-5.8556457,0.02210179,0.0536303,0.98664856,1.5387259,0.03748905,0.056105547,-0.039832987,1.4886887,-7.6740193,7.6740193,0.080627844,1.0,1.7558093,5.326017,-5.9988246,0.030251453,0.09787555,0.98841876,1.5335431,0.045586884,0.00444234037399292,94.52184128761292,15000
-7.61786,7.61786,0.066587895,1.0,1.6154628,5.5347342,-5.8556457,0.023245102,0.026241334,0.9878428,1.2691387,0.03593649,0.053153813,-0.06812957,1.9039375,-7.6861243,7.6861243,0.08365399,1.0,1.9742827,5.326017,-5.9988246,0.02821571,0.051276725,0.9866603,1.267853,0.04089424,0.004515112018585205,117.09741306304932,20000
-7.6630917,7.6630917,0.077895805,1.0,1.3237958,5.5347342,-5.8556457,0.042037774,0.14656182,0.987708,1.1937685,0.05397546,0.1966514,-0.15419921,3.4115424,-7.651428,7.651428,0.074980006,1.0,1.1220222,5.326017,-5.9988246,0.024012942,0.08881678,0.9874552,1.1793404,0.035806343,0.004558038425445557,139.88761854171753,25000
-7.7306128,7.7306128,0.094776124,1.0,2.2062035,5.5347342,-5.8556457,0.03670925,0.03807713,0.987674,1.2395351,0.0491046,0.068976566,-0.06264715,1.9154958,-7.6944466,7.6944466,0.085734636,1.0,1.4826105,5.326017,-5.9988246,0.017186414,0.032957397,0.9873454,1.2478932,0.029665347,0.004641598224639893,163.09562492370605,30000
-7.6827393,7.6827393,0.082807854,1.0,1.0420702,5.5347342,-5.8556457,0.022316467,0.08415352,0.9872701,0.9792429,0.032108895,0.06277701,-0.06150347,1.8919548,-7.6643233,7.6643233,0.07820384,1.0,0.9352018,5.326017,-5.9988246,0.031414937,0.09149921,0.9875126,0.99398327,0.041354768,0.004825381088256836,187.22254347801208,35000
-7.649544,7.649544,0.07450901,1.0,1.191906,5.5347342,-5.8556457,0.036669195,0.104336604,0.9872881,0.73291564,0.04399835,0.04917377,-0.059598885,1.8257029,-7.6745343,7.6745343,0.08075659,1.0,0.6900464,5.326017,-5.9988246,0.023157086,0.11404567,0.9874109,0.7278837,0.030435923,0.004950188827514648,211.9734983444214,40000
-7.64311,7.64311,0.07290048,1.0,1.1302288,5.5347342,-5.8556457,0.02336423,0.06941891,0.9872938,0.61176294,0.029481858,0.055082478,-0.07456424,1.633476,-7.6572943,7.6572943,0.076446526,1.0,0.88769674,5.326017,-5.9988246,0.02316935,0.06263615,0.9868432,0.61055505,0.0292749,0.004808250236511231,236.01476311683655,45000
-7.6211996,7.6211996,0.06742285,1.0,0.8988426,5.5347342,-5.8556457,0.017564008,0.093373545,0.9881444,0.768192,0.025245927,0.059834544,-0.08504172,2.097068,-7.73248,7.73248,0.09524296,1.0,0.909344,5.326017,-5.9988246,0.020661125,0.110612705,0.98768955,0.7533455,0.02819458,0.005008795070648193,261.0587499141693,50000
