step,seed,pi_return,mppi_return,phase_entropy
50176,0,953.8,536.3,1.1200
100096,0,1411.4,857.8,1.9438
150016,0,2034.1,1517.6,1.7344
200192,0,1976.4,1151.8,1.7559
250112,0,2759.9,2555.4,2.0043
300032,0,1623.7,786.9,1.6077
350208,0,917.3,494.5,0.5350
400128,0,1261.9,962.3,1.1101
450048,0,681.3,874.0,2.4003
500224,0,567.7,668.4,0.9415
