step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,3,677.3,614.0,2.4222,0.9491
100096,3,1703.8,558.3,0.9051,0.3675
150016,3,2584.1,1512.8,2.0017,0.7638
200192,3,2256.7,1804.7,2.1066,0.8728
250112,3,2886.0,1493.5,1.8596,0.7127
300032,3,245.1,263.3,0.6815,0.7884
350208,3,nan,nan,0.0000,nan
400128,3,nan,nan,0.0000,nan
450048,3,nan,nan,0.0000,nan
500224,3,nan,nan,0.0000,nan
