step,seed,pi_return,mppi_return,phase_entropy
50176,1,1340.8,1412.6,1.1335
100096,1,974.0,2796.6,1.2154
150016,1,1932.9,1675.1,1.7581
200192,1,2083.6,1445.8,1.7042
250112,1,2904.1,2146.7,0.9389
300032,1,2059.2,1192.5,1.0782
350208,1,1955.8,787.1,1.3977
400128,1,546.8,1685.5,2.2149
450048,1,1667.3,725.2,2.3083
500224,1,3436.6,450.0,1.7220
