step,reward,eval_type,seed
250112,18.4,pi,1
250112,17.8,mppi,1
500224,38.9,pi,1
500224,50.4,mppi,1
750080,236.8,pi,1
750080,244.9,mppi,1
1000192,248.2,pi,1
1000192,258.3,mppi,1
1250048,250.3,pi,1
1250048,258.4,mppi,1
1500160,254.8,pi,1
1500160,262.5,mppi,1
1750016,252.5,pi,1
1750016,258.3,mppi,1
2000128,248.4,pi,1
2000128,255.6,mppi,1
2250240,266.3,pi,1
2250240,263.0,mppi,1
2500096,207.7,pi,1
2500096,225.0,mppi,1
2750208,259.4,pi,1
2750208,264.1,mppi,1
3000064,258.6,pi,1
3000064,267.9,mppi,1
3250176,263.4,pi,1
3250176,272.7,mppi,1
3500032,260.0,pi,1
3500032,272.1,mppi,1
3750144,256.0,pi,1
3750144,273.1,mppi,1
4000000,264.0,pi,1
4000000,274.7,mppi,1
4250112,260.5,pi,1
4250112,275.7,mppi,1
4500224,262.0,pi,1
4500224,274.2,mppi,1
4750080,265.1,pi,1
4750080,268.5,mppi,1
5000192,262.2,pi,1
5000192,269.7,mppi,1
5250048,261.3,pi,1
5250048,273.2,mppi,1
5500160,209.2,pi,1
5500160,274.1,mppi,1
5750016,259.7,pi,1
5750016,235.6,mppi,1
6000128,263.0,pi,1
6000128,275.8,mppi,1
6250240,261.3,pi,1
6250240,271.5,mppi,1
6500096,265.6,pi,1
6500096,270.4,mppi,1
6750208,260.8,pi,1
6750208,272.0,mppi,1
7000064,265.9,pi,1
7000064,240.7,mppi,1
7250176,263.8,pi,1
7250176,279.2,mppi,1
7500032,262.3,pi,1
7500032,274.1,mppi,1
7750144,266.3,pi,1
7750144,282.2,mppi,1
8000000,263.1,pi,1
8000000,281.1,mppi,1
8250112,266.0,pi,1
8250112,274.2,mppi,1
8500224,265.6,pi,1
8500224,282.2,mppi,1
8750080,270.9,pi,1
8750080,280.0,mppi,1
9000192,263.7,pi,1
9000192,281.7,mppi,1
9250048,268.8,pi,1
9250048,280.7,mppi,1
9500160,271.2,pi,1
9500160,282.1,mppi,1
9750016,268.6,pi,1
9750016,282.9,mppi,1
10000128,218.1,pi,1
10000128,283.1,mppi,1
