step,reward,eval_type,seed
50176,99.3,pi,9
50176,83.1,mppi,9
100096,206.4,pi,9
100096,184.4,mppi,9
150016,441.7,pi,9
150016,377.5,mppi,9
200192,101.6,pi,9
200192,0.4,mppi,9
250112,539.3,pi,9
250112,526.3,mppi,9
300032,502.3,pi,9
300032,518.4,mppi,9
350208,518.9,pi,9
350208,473.5,mppi,9
400128,605.8,pi,9
400128,607.5,mppi,9
450048,626.9,pi,9
450048,609.2,mppi,9
500224,681.8,pi,9
500224,421.5,mppi,9
550144,640.7,pi,9
550144,588.9,mppi,9
600064,684.4,pi,9
600064,637.9,mppi,9
650240,728.0,pi,9
650240,715.9,mppi,9
700160,739.7,pi,9
700160,732.0,mppi,9
750080,727.3,pi,9
750080,756.1,mppi,9
800000,711.6,pi,9
800000,720.0,mppi,9
850176,744.0,pi,9
850176,663.1,mppi,9
900096,746.8,pi,9
900096,750.0,mppi,9
950016,753.8,pi,9
950016,759.7,mppi,9
1000192,767.0,pi,9
1000192,768.9,mppi,9
