step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,3,3.7,28.5,0.0000,0.8288
100096,3,1.1,1.6,0.0000,0.7821
150016,3,48.4,71.9,0.0000,0.7843
200192,3,64.3,110.4,0.0000,0.7549
250112,3,137.1,110.1,0.0000,0.0745
300032,3,125.2,86.6,0.0000,0.7024
350208,3,98.1,126.4,0.0000,0.7549
400128,3,139.1,110.1,0.0000,0.6346
