step,reward,eval_type,seed
50176,614.2,pi,1
50176,593.8,mppi,1
50176,1997.2,jumpy,1
100096,601.8,pi,1
100096,942.6,mppi,1
100096,1783.3,jumpy,1
150016,3110.1,pi,1
150016,2146.1,mppi,1
150016,2805.7,jumpy,1
200192,1358.5,pi,1
200192,2618.6,mppi,1
200192,3161.5,jumpy,1
250112,456.6,pi,1
250112,907.5,mppi,1
250112,1371.5,jumpy,1
300032,2380.0,pi,1
300032,1957.8,mppi,1
300032,1520.5,jumpy,1
350208,778.1,pi,1
350208,827.3,mppi,1
350208,1988.3,jumpy,1
400128,1287.3,pi,1
400128,508.9,mppi,1
400128,1481.7,jumpy,1
450048,1673.4,pi,1
450048,1969.3,mppi,1
450048,1299.3,jumpy,1
500224,2646.3,pi,1
500224,1895.9,mppi,1
500224,1688.1,jumpy,1
