step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,59.8,116.1,2.0844,0.7863
100096,1,164.7,162.9,2.5803,0.6921
150016,1,275.8,260.0,1.9594,0.6088
200192,1,193.6,238.2,2.2359,0.9104
250112,1,194.4,176.1,2.2899,0.9290
300032,1,210.5,127.4,2.6151,0.9146
350208,1,288.2,286.6,2.7918,0.2557
400128,1,7.9,65.2,1.7287,0.4894
450048,1,546.7,571.5,1.6805,0.1473
500224,1,548.3,549.3,1.6554,0.1282
