step,reward,eval_type,seed
50176,49.9,pi,7
50176,63.3,mppi,7
100096,306.0,pi,7
100096,404.3,mppi,7
150016,438.9,pi,7
150016,479.0,mppi,7
200192,458.8,pi,7
200192,596.2,mppi,7
250112,567.9,pi,7
250112,638.8,mppi,7
300032,578.3,pi,7
300032,623.6,mppi,7
350208,597.6,pi,7
350208,659.7,mppi,7
400128,623.8,pi,7
400128,666.5,mppi,7
450048,672.5,pi,7
450048,673.5,mppi,7
500224,678.5,pi,7
500224,694.6,mppi,7
550144,655.6,pi,7
550144,645.2,mppi,7
600064,641.0,pi,7
600064,457.4,mppi,7
650240,653.6,pi,7
650240,696.0,mppi,7
700160,683.2,pi,7
700160,700.9,mppi,7
750080,701.8,pi,7
750080,706.8,mppi,7
800000,658.4,pi,7
800000,686.2,mppi,7
850176,686.7,pi,7
850176,678.8,mppi,7
900096,690.0,pi,7
900096,699.8,mppi,7
950016,680.3,pi,7
950016,696.4,mppi,7
1000192,707.4,pi,7
1000192,704.9,mppi,7
