step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,122.1,91.1,2.0979,-0.0339
100096,1,155.1,137.2,1.8378,0.8766
150016,1,362.1,293.6,1.5138,0.2476
200192,1,358.8,10.4,1.7390,0.7222
250112,1,487.7,475.1,1.5825,0.6688
300032,1,536.7,564.1,1.8733,0.0519
350208,1,0.2,29.9,0.1599,0.9390
400128,1,619.9,617.3,1.6942,0.0665
450048,1,672.4,698.9,1.8897,0.1853
500224,1,723.0,738.6,1.6836,0.0791
