step,reward,eval_type,seed
250112,109.9,pi,4
250112,118.8,mppi,4
500224,12.1,pi,4
500224,8.8,mppi,4
750080,236.2,pi,4
750080,244.1,mppi,4
1000192,244.7,pi,4
1000192,244.1,mppi,4
1250048,255.2,pi,4
1250048,248.7,mppi,4
1500160,256.2,pi,4
1500160,256.8,mppi,4
1750016,204.8,pi,4
1750016,260.6,mppi,4
2000128,253.8,pi,4
2000128,260.2,mppi,4
2250240,250.5,pi,4
2250240,261.0,mppi,4
2500096,252.5,pi,4
2500096,266.7,mppi,4
2750208,258.7,pi,4
2750208,265.3,mppi,4
3000064,252.5,pi,4
3000064,267.0,mppi,4
3250176,256.9,pi,4
3250176,266.8,mppi,4
3500032,228.9,pi,4
3500032,205.0,mppi,4
3750144,257.2,pi,4
3750144,251.5,mppi,4
4000000,259.8,pi,4
4000000,238.7,mppi,4
4250112,255.7,pi,4
4250112,245.1,mppi,4
4500224,257.2,pi,4
4500224,249.1,mppi,4
4750080,256.0,pi,4
4750080,243.2,mppi,4
5000192,249.8,pi,4
5000192,246.2,mppi,4
5250048,266.5,pi,4
5250048,234.8,mppi,4
5500160,260.5,pi,4
5500160,206.8,mppi,4
5750016,254.5,pi,4
5750016,243.2,mppi,4
6000128,261.5,pi,4
6000128,237.9,mppi,4
