step,reward,eval_type,seed
50176,77.9,pi,10
50176,18.2,mppi,10
100096,381.9,pi,10
100096,338.9,mppi,10
150016,609.0,pi,10
150016,497.2,mppi,10
200192,644.5,pi,10
200192,557.7,mppi,10
250112,24.2,pi,10
250112,28.0,mppi,10
300032,258.5,pi,10
300032,501.4,mppi,10
350208,61.3,pi,10
350208,76.3,mppi,10
400128,217.0,pi,10
400128,237.9,mppi,10
450048,686.6,pi,10
450048,585.5,mppi,10
500224,349.2,pi,10
500224,543.6,mppi,10
550144,401.0,pi,10
550144,373.0,mppi,10
600064,702.5,pi,10
600064,677.8,mppi,10
650240,328.3,pi,10
650240,305.9,mppi,10
700160,700.0,pi,10
700160,694.1,mppi,10
750080,580.3,pi,10
750080,546.6,mppi,10
800000,683.0,pi,10
800000,709.5,mppi,10
850176,691.4,pi,10
850176,694.7,mppi,10
900096,694.7,pi,10
900096,710.7,mppi,10
950016,701.2,pi,10
950016,707.0,mppi,10
1000192,706.3,pi,10
1000192,695.4,mppi,10
