training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6402817,4.6402817,0.018235708,1.0,1.4687423,5.9781895,-6.562597,0.015416061,0.000736,0.03922453,0.017377287,0.019221717,-0.05304995,0.3654382,-4.6499586,4.6499586,0.022106504,1.0,1.4887015,3.3318849,-3.6408617,0.01543414,0.00055265217,0.0625107,0.018559676,0.007314742088317871,36.573721408843994,5000
-4.6432133,4.6432133,0.019408247,1.0,1.1823337,3.2714162,-3.3139787,0.01234909,0.0005310633,0.038153507,0.014256765,0.015044599,-0.028716829,0.33477023,-4.637996,4.637996,0.017321376,1.0,1.1800817,3.3150418,-3.8583694,0.01241689,0.000622296,0.042772423,0.014555511,0.0024975252628326415,49.061352014541626,10000
-4.64104,4.64104,0.018538883,1.0,0.9216214,3.564306,-3.44845,0.009885475,0.0006760217,0.030973101,0.01143413,0.029140877,-0.032939635,0.46348238,-4.637842,4.637842,0.017259885,1.0,1.169128,4.0709233,-3.3384156,0.013032978,0.0013552522,0.032612875,0.014663622,0.0024953292846679686,61.538002252578735,15000
-4.631647,4.631647,0.014781862,1.0,0.9169563,3.723792,-4.1024103,0.013046963,0.0039165663,0.028446864,0.014469306,0.01980271,-0.04134352,0.49845183,-4.64634,4.64634,0.020658799,1.0,1.0912567,4.100575,-3.9537816,0.0125899995,0.0016943768,0.027684456,0.013974222,0.002510549020767212,74.09075212478638,20000
-4.634328,4.634328,0.015854042,1.0,0.8941126,4.39031,-4.8342805,0.010708755,0.0017854839,0.0287858,0.012148045,0.0487112,-0.014476331,0.42503703,-4.64386,4.64386,0.019666815,1.0,1.1026559,4.315852,-4.6270537,0.013683759,0.0026840393,0.029271886,0.015147353,0.002446467924118042,86.32309603691101,25000
-4.639826,4.639826,0.018053288,1.0,0.9160511,4.7463384,-5.421591,0.011384167,0.0022461172,0.027186155,0.012743475,0.031223541,-0.032046184,0.40392894,-4.631978,4.631978,0.01491417,1.0,0.95263743,4.956905,-5.1811647,0.012094619,0.0025941874,0.027482003,0.013468719,0.00242245659828186,98.435382604599,30000
-4.633943,4.633943,0.01570021,1.0,0.8356124,4.835159,-5.421591,0.011091303,0.002762807,0.026014153,0.012392011,0.036417924,-0.020437038,0.43860433,-4.649081,4.649081,0.021755394,1.0,0.9503926,6.087144,-5.2174296,0.012309926,0.0028343443,0.02595054,0.013607453,0.002552781295776367,111.19929337501526,35000
-4.638261,4.638261,0.017427241,1.0,0.911217,4.827724,-5.421591,0.010333934,0.0012341059,0.030191112,0.0118434895,0.03395217,-0.045270965,0.4941907,-4.634884,4.634884,0.016076585,1.0,0.97067845,6.8935385,-5.2174296,0.011935166,0.0022508907,0.029771,0.013423716,0.00252371506690979,123.81787252426147,40000
-4.6307154,4.6307154,0.014409094,1.0,0.9992249,5.392821,-5.421591,0.012317395,0.0023486326,0.0295197,0.01379338,0.021580072,-0.022045756,0.40474525,-4.643548,4.643548,0.019542223,1.0,1.0274715,5.9491673,-5.2174296,0.012531882,0.0022799682,0.030893285,0.014076547,0.0024034932136535645,135.83534216880798,45000
-4.645303,4.645303,0.020243997,1.0,0.9080874,5.8955574,-5.421591,0.013399202,0.0043619485,0.026370326,0.014717719,0.023443319,-0.025320742,0.6011239,-4.6333838,4.6333838,0.015476473,1.0,1.0769389,6.5202665,-5.2174296,0.013859683,0.003121511,0.02629161,0.015174263,0.00241575984954834,147.9141445159912,50000
