step,reward,eval_type,seed
250112,123.9,pi,1
250112,131.5,mppi,1
500224,226.9,pi,1
500224,277.2,mppi,1
750080,387.5,pi,1
750080,442.4,mppi,1
1000192,357.9,pi,1
1000192,488.4,mppi,1
1250048,446.2,pi,1
1250048,491.6,mppi,1
1500160,506.5,pi,1
1500160,530.4,mppi,1
1750016,527.8,pi,1
1750016,552.1,mppi,1
2000128,549.3,pi,1
2000128,571.7,mppi,1
2250240,557.6,pi,1
2250240,564.2,mppi,1
2500096,554.2,pi,1
2500096,580.4,mppi,1
2750208,542.1,pi,1
2750208,557.8,mppi,1
3000064,549.7,pi,1
3000064,577.9,mppi,1
3250176,551.7,pi,1
3250176,567.4,mppi,1
3500032,542.5,pi,1
3500032,567.0,mppi,1
3750144,536.3,pi,1
3750144,582.6,mppi,1
4000000,535.3,pi,1
4000000,592.6,mppi,1
4250112,560.2,pi,1
4250112,595.3,mppi,1
4500224,560.3,pi,1
4500224,582.4,mppi,1
4750080,556.1,pi,1
4750080,576.2,mppi,1
5000192,551.5,pi,1
5000192,584.0,mppi,1
5250048,557.6,pi,1
5250048,581.2,mppi,1
5500160,445.1,pi,1
5500160,591.8,mppi,1
5750016,537.2,pi,1
5750016,515.3,mppi,1
6000128,535.6,pi,1
6000128,576.1,mppi,1
6250240,540.5,pi,1
6250240,576.1,mppi,1
6500096,549.0,pi,1
6500096,590.8,mppi,1
6750208,550.7,pi,1
6750208,583.7,mppi,1
7000064,549.5,pi,1
7000064,513.5,mppi,1
7250176,552.3,pi,1
7250176,586.0,mppi,1
