training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6402817,4.6402817,0.018235758,1.0,0.8521205,9.084474,-10.250169,0.011607735,0.017046435,0.986938,0.7423916,0.019031651,0.019219654,-0.05306527,0.40391886,-4.6499596,4.6499596,0.02210681,1.0,0.9014336,3.493136,-3.698608,0.01003561,0.018090796,0.9888695,0.8635211,0.01867082,0.008207462167739868,41.037354469299316,5000
-4.6432195,4.6432195,0.019410677,1.0,0.7216698,8.56645,-4.604945,0.014073491,0.029912807,0.9888537,0.86606395,0.022734132,0.01505617,-0.028713133,0.51123613,-4.637994,4.637994,0.01732067,1.0,0.94953763,8.471343,-4.4226747,0.014290532,0.0296272,0.98783314,0.87216306,0.023012161,0.0025093323707580566,53.584020376205444,10000
-4.6410446,4.6410446,0.018540785,1.0,1.3705502,15.291275,-4.7028284,0.019508738,0.045324802,0.98664856,1.2216005,0.031724744,0.029160105,-0.03295231,0.78749305,-4.637836,4.637836,0.01725739,1.0,1.5143275,12.58556,-4.552852,0.023974441,0.046674337,0.98841876,1.2636521,0.03661096,0.0024606467247009277,65.88725757598877,15000
-4.631649,4.631649,0.014782433,1.0,1.2649958,15.884934,-8.976002,0.023770837,0.032200895,0.9878428,1.2157855,0.035928693,0.01981351,-0.041401118,0.90931326,-4.6463346,4.6463346,0.020656956,1.0,1.2996507,12.58556,-5.821179,0.020472158,0.029891327,0.9866603,1.2202369,0.03267453,0.0024472468376159667,78.12349581718445,20000
-4.6343265,4.6343265,0.015853545,1.0,1.3370221,15.884934,-7.692115,0.04543241,0.1986265,0.987708,1.6621587,0.062054,0.19706912,-0.14450552,3.8924747,-4.6438622,4.6438622,0.019667849,1.0,1.1216518,12.58556,-7.0090103,0.03032329,0.20896998,0.9874552,1.6722294,0.04704558,0.0024771332263946533,90.50916647911072,25000
-4.639825,4.639825,0.018052878,1.0,0.9763656,15.884934,-9.162803,0.030636735,0.11063571,0.987674,1.7801752,0.04843849,0.03701176,-0.038842414,1.7943873,-4.631978,4.631978,0.014914083,1.0,1.4571657,12.58556,-8.733559,0.023118678,0.050245978,0.9873454,1.7864072,0.040982753,0.002506411409378052,103.04122710227966,30000
-4.633944,4.633944,0.015700528,1.0,1.1749766,15.884934,-8.713274,0.025252992,0.07905944,0.9872701,2.0965912,0.046218902,0.08106371,-0.07675019,1.9148597,-4.6490793,4.6490793,0.02175484,1.0,1.9771564,12.58556,-8.223849,0.043093443,0.12863979,0.9875126,2.1268737,0.06436218,0.0024640547275543213,115.36150479316711,35000
-4.638257,4.638257,0.017425943,1.0,0.70495725,15.884934,-9.737134,0.013075095,0.056451343,0.9872881,1.5469811,0.028544907,0.033964768,-0.045303468,0.74548984,-4.634885,4.634885,0.016076855,1.0,0.9833294,12.58556,-8.829958,0.020050408,0.055446953,0.9874109,1.5620165,0.03567057,0.002501566171646118,127.86934018135071,40000
-4.630718,4.630718,0.014410383,1.0,0.92502594,15.884934,-11.305587,0.022061367,0.08638917,0.9872938,1.523213,0.037293497,0.07753214,-0.064006634,1.9016856,-4.6435347,4.6435347,0.01953693,1.0,1.0602612,12.58556,-10.907946,0.018158786,0.09249815,0.9868432,1.5427048,0.033585835,0.002453803777694702,140.13836359977722,45000
-4.6453075,4.6453075,0.020246128,1.0,0.6841227,15.884934,-15.929528,0.01206282,0.14429355,0.9881444,1.1859739,0.023922559,0.02336433,-0.025361117,0.7554904,-4.6333723,4.6333723,0.0154719995,1.0,1.5021404,12.58556,-12.6540165,0.022861935,0.050122984,0.98768955,1.2072234,0.03493417,0.0024574832916259767,152.42578387260437,50000
-4.6463175,4.6463175,0.02064985,1.0,0.5133259,15.884934,-13.850804,0.008666669,0.038977373,0.988659,0.6235155,0.014901824,0.039302148,-0.03673379,0.58912843,-4.630662,4.630662,0.014387781,1.0,0.6092428,12.58556,-13.56083,0.012060562,0.030980555,0.9859694,0.62691486,0.01832971,0.0024661407470703126,164.75649189949036,55000
-4.6420574,4.6420574,0.018945908,1.0,0.47849315,15.884934,-10.476984,0.010642053,0.039541915,0.9857224,0.2506012,0.013148065,0.041719068,-0.01829218,0.45761755,-4.6291275,4.6291275,0.01377394,1.0,0.60257334,12.58556,-10.242159,0.011082913,0.03855994,0.98616576,0.25421697,0.013625083,0.002485566759109497,177.18433022499084,60000
-4.63853,4.63853,0.01753491,1.0,0.4547611,14.222626,-8.4131365,0.007565566,0.01673449,0.9872824,0.19015898,0.009467156,0.040508084,-0.038548656,0.46469417,-4.6309853,4.6309853,0.014517123,1.0,0.59111834,8.6744375,-5.553567,0.008691374,0.018877376,0.9883156,0.18990846,0.010590458,0.0024768590927124025,189.56862950325012,65000
-4.630393,4.630393,0.0142802,1.0,0.39572102,11.854119,-8.348639,0.0069009783,0.015189618,0.98739517,0.13911378,0.008292116,0.033332866,-0.034855586,0.39918703,-4.634756,4.634756,0.016025392,1.0,0.5392729,12.58556,-25.62651,0.028672239,0.042205688,0.9876716,0.13840698,0.030056309,0.002450024700164795,201.81875681877136,70000
