step,reward,eval_type,seed
250112,44.9,pi,3
250112,65.4,mppi,3
500224,208.0,pi,3
500224,221.6,mppi,3
750080,235.7,pi,3
750080,233.6,mppi,3
1000192,236.0,pi,3
1000192,241.9,mppi,3
1250048,240.8,pi,3
1250048,248.4,mppi,3
1500160,242.3,pi,3
1500160,212.2,mppi,3
1750016,234.0,pi,3
1750016,230.5,mppi,3
2000128,240.4,pi,3
2000128,250.4,mppi,3
2250240,241.4,pi,3
2250240,241.4,mppi,3
2500096,195.3,pi,3
2500096,236.6,mppi,3
2750208,237.9,pi,3
2750208,254.6,mppi,3
3000064,242.3,pi,3
3000064,249.1,mppi,3
3250176,239.7,pi,3
3250176,251.0,mppi,3
3500032,239.4,pi,3
3500032,233.9,mppi,3
3750144,244.1,pi,3
3750144,243.0,mppi,3
4000000,241.0,pi,3
4000000,235.4,mppi,3
4250112,242.8,pi,3
4250112,235.4,mppi,3
4500224,238.0,pi,3
4500224,231.6,mppi,3
4750080,248.3,pi,3
4750080,243.7,mppi,3
5000192,247.9,pi,3
5000192,233.5,mppi,3
