step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,59.7,74.7,2.5486,0.8517
100096,1,106.4,136.0,2.3003,0.9404
150016,1,228.9,152.1,2.9876,0.6965
200192,1,120.4,143.9,3.4417,0.9496
250112,1,127.0,61.7,2.9617,0.9728
300032,1,252.8,138.7,3.3063,0.9442
350208,1,167.4,81.7,3.3267,0.9612
400128,1,269.1,214.2,3.0310,0.5476
450048,1,125.4,112.2,3.0147,0.9653
500224,1,224.6,149.1,3.0989,0.9548
