step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,55.9,115.1,2.3511,0.9642
100096,0,173.6,73.1,2.5435,0.8952
150016,0,152.4,199.0,2.7774,0.9247
200192,0,168.9,48.2,3.0063,0.9673
250112,0,295.4,190.0,2.8639,0.9193
300032,0,220.6,228.4,3.0641,0.9582
350208,0,444.3,110.6,2.2947,0.6134
400128,0,166.7,192.2,3.4567,0.9490
450048,0,363.3,328.7,2.8823,0.8805
500224,0,478.0,339.6,2.1833,0.4922
