step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,3,119.1,125.6,2.3257,0.8005
100096,3,148.1,0.0,2.1614,0.1023
150016,3,0.8,14.4,1.4393,0.3119
200192,3,0.3,0.4,1.1651,0.2967
250112,3,1.1,27.2,0.4434,0.9995
300032,3,419.5,545.5,2.4042,0.7932
350208,3,353.0,566.4,2.6976,0.8952
400128,3,0.3,19.6,0.2040,0.9902
450048,3,603.8,613.3,1.8019,0.1108
500224,3,644.0,637.1,1.6427,0.0156
