training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/gamma_h_mean,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/gamma_h_mean,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6340175,4.6340175,0.015729936,1.0,0.92382085,6.3047366,-3.9348633,0.0125533845,0.0054748887,0.9869533,0.6434691,0.018988075,0.03367172,-0.019403366,0.37057593,-4.6295013,4.6295013,0.01392355,1.0,0.9996741,3.8950238,-3.1908612,0.014969487,0.013768507,0.9870862,0.664776,0.021617247,0.006886843776702881,34.4342303276062,5000
-4.6509953,4.6509953,0.02252101,1.0,1.0109739,8.203373,-4.243113,0.012562513,0.016799029,0.98885655,0.97955346,0.022358049,0.0305543,-0.03170084,0.49896288,-4.6319046,4.6319046,0.014884836,1.0,1.1032209,7.921493,-3.9051056,0.02148157,0.021712836,0.9860477,0.97325987,0.031214168,0.0026383138179779052,47.62580466270447,10000
-4.6346188,4.6346188,0.015970662,1.0,1.1482501,14.344174,-5.9796495,0.02249669,0.045260586,0.98730147,1.2438948,0.03493564,0.021212252,-0.024371108,0.85024506,-4.6287355,4.6287355,0.013617167,1.0,1.171567,13.167977,-5.6979795,0.021214835,0.059955165,0.9871497,1.2532895,0.03374773,0.002535636329650879,60.30399012565613,15000
-4.630639,4.630639,0.014378563,1.0,1.111848,19.229683,-7.9264364,0.041213185,0.097771764,0.98820126,1.6319904,0.05753309,0.1260528,-0.18354248,3.2129393,-4.6424932,4.6424932,0.019120097,1.0,3.6417568,17.358212,-14.27077,0.046476673,0.0599111,0.98790425,2.453153,0.071008205,0.0025172252178192137,72.89012026786804,20000
-4.6374655,4.6374655,0.017109266,1.0,0.7728819,22.549486,-9.818112,0.02106784,0.058100678,0.9884622,1.4565961,0.035633802,0.047803234,-0.044088215,1.2930565,-4.625655,4.625655,0.012385032,1.0,1.2339661,17.358212,-9.276139,0.028315008,0.05777342,0.98712593,1.4707667,0.043022674,0.0025079604148864746,85.42992663383484,25000
-4.6383867,4.6383867,0.017477682,1.0,1.7881975,28.934904,-9.367359,0.03750477,0.08125761,0.98855525,2.00251,0.05752987,0.1657738,-0.119842716,3.3374867,-4.625086,4.625086,0.012157294,1.0,2.1176481,17.358212,-9.272268,0.032760292,0.059652567,0.987386,1.9809527,0.05256982,0.0038026712894439697,104.44328665733337,30000
-4.634081,4.634081,0.015755221,1.0,1.261116,25.513529,-10.0799,0.020711103,0.0631579,0.9873857,1.8759257,0.03947036,0.061562955,-0.09053318,1.5179718,-4.646441,4.646441,0.020699326,1.0,1.1587396,17.358212,-9.028067,0.023298051,0.106729105,0.9869808,1.8353992,0.041652042,0.00253584361076355,117.12250804901123,35000
-4.6413674,4.6413674,0.018669996,1.0,1.1473085,29.538332,-10.859533,0.026939496,0.07223145,0.98687345,1.8697819,0.045637317,0.10427748,-0.0665745,1.9542441,-4.6427355,4.6427355,0.019217249,1.0,1.4338413,17.358212,-11.307802,0.02848481,0.08755423,0.98584855,1.8693471,0.047178283,0.002468293523788452,129.46397948265076,40000
-4.63921,4.63921,0.017807042,1.0,0.59793943,30.138325,-10.236082,0.010756403,0.024626289,0.9876532,0.9690195,0.020446599,0.028766874,-0.047979757,0.81851315,-4.6436663,4.6436663,0.019589495,1.0,0.9685286,17.358212,-10.085245,0.015002286,0.025820095,0.9854747,0.96032465,0.024605531,0.002510635709762573,142.01716256141663,45000
-4.6346903,4.6346903,0.015999004,1.0,1.1559145,30.138325,-10.859533,0.01568427,0.025069322,0.9877035,1.7757297,0.033441566,0.108201675,-0.069992706,1.8333089,-4.6454983,4.6454983,0.020322204,1.0,1.1629772,17.358212,-12.2263365,0.020628054,0.05207438,0.9875854,1.7932963,0.038561016,0.002514387941360474,154.58910632133484,50000
-4.64209,4.64209,0.018958764,1.0,0.8973541,30.138325,-10.956904,0.01573661,0.0291707,0.98741484,0.84042084,0.024140818,0.07935793,-0.05283846,1.1367024,-4.642391,4.642391,0.01907951,1.0,0.7315495,17.358212,-13.718112,0.014413736,0.03397824,0.9878969,0.8543971,0.022957707,0.002509219026565552,167.1352059841156,55000
-4.635275,4.635275,0.016232828,1.0,0.5678284,30.138325,-10.859533,0.016283799,0.061680444,0.9862559,0.6540636,0.022824435,0.051263735,-0.03839916,1.1791269,-4.6420016,4.6420016,0.018923689,1.0,0.743971,17.358212,-13.328117,0.017623987,0.061722323,0.9888582,0.6510142,0.02413413,0.002510179090499878,179.68610501289368,60000
-4.6329575,4.6329575,0.015306211,1.0,0.4685393,30.138325,-10.859533,0.020770658,0.060359575,0.98749816,0.26525944,0.023423253,0.027106013,-0.034054372,0.57637256,-4.642374,4.642374,0.019072715,1.0,1.1129727,3.9415534,-5.95566,0.015677186,0.02937057,0.98661983,0.2732603,0.018409789,0.0025027902126312255,192.2000606060028,65000
-4.6407385,4.6407385,0.018418467,1.0,0.4715917,30.138325,-10.859533,0.008612815,1.163816,0.9881283,0.22362164,0.010849032,0.041038852,-0.045931544,0.57033205,-4.6433115,4.6433115,0.019447505,1.0,0.4982218,17.358212,-13.588574,0.009365542,1.0184546,0.9881841,0.22187892,0.011584331,0.002495603895187378,204.67808365821838,70000
-4.6245914,4.6245914,0.0119596375,1.0,0.3898151,13.47003,-7.834296,0.006243208,0.015645709,0.9875902,0.18083097,0.008051517,0.019776197,-0.027059566,0.36224285,-4.628204,4.628204,0.0134044215,1.0,0.5140269,3.6747093,-7.865187,0.010952411,0.022433631,0.9870831,0.18049133,0.012757325,0.002483143472671509,217.0938048362732,75000
