step,seed,pi_return,mppi_return,phase_entropy
50176,1,605.9,1411.1,1.1679
100096,1,1223.1,879.9,0.9393
150016,1,2191.1,2235.7,1.4951
200192,1,2700.3,2176.9,0.7925
250112,1,3259.1,2354.8,1.0685
300032,1,1297.6,780.4,1.4204
350208,1,1272.4,1515.5,1.7794
400128,1,1457.3,1309.9,2.3172
450048,1,1305.4,1556.3,1.4298
500224,1,985.4,1840.7,1.9268
