step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,776.0,555.6,1.9149,0.9560
100096,0,1560.5,1537.8,2.0637,0.8956
150016,0,2484.1,1204.3,1.8914,0.8118
200192,0,2647.3,1274.2,1.7680,0.4888
250112,0,2270.8,1081.2,2.1650,0.7247
300032,0,2831.1,1104.3,2.1095,0.5321
350208,0,2692.2,1437.4,1.7129,0.4950
400128,0,2886.8,2277.6,1.9595,0.6442
450048,0,3131.2,1942.3,1.8287,0.5939
500224,0,2734.3,1947.7,1.9187,0.2868
