step,seed,pi_return,mppi_return,phase_entropy
50176,0,123.2,134.2,1.7001
100096,0,208.5,197.3,1.8991
150016,0,244.2,225.4,1.7303
200192,0,50.0,113.1,1.2900
250112,0,259.8,361.3,2.0798
300032,0,201.8,226.2,2.6844
350208,0,418.2,453.3,2.1735
400128,0,489.9,503.3,1.8946
450048,0,514.5,568.5,1.8726
500224,0,528.9,404.0,1.8159
