step,seed,pi_return,mppi_return,phase_entropy
50176,1,1997.4,1819.6,1.2347
100096,1,1042.4,1212.4,2.1689
150016,1,1959.3,2443.5,1.3292
200192,1,2619.6,2244.6,1.1158
250112,1,834.0,2307.3,1.6990
300032,1,3155.1,1120.8,1.7657
350208,1,359.3,595.5,0.2704
400128,1,1104.5,1533.7,2.6673
450048,1,3027.0,1580.7,1.7342
500224,1,1362.7,468.6,1.4348
