step,reward,eval_type,seed
250112,0.0,pi,1
250112,0.0,mppi,1
500224,0.0,pi,1
500224,14.4,mppi,1
750080,332.8,pi,1
750080,355.6,mppi,1
1000192,338.7,pi,1
1000192,366.8,mppi,1
