step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,1,1005.0,499.1,1.2033,0.9224
100096,1,2707.8,1888.9,1.7779,0.8384
150016,1,2896.2,2331.0,1.4540,0.4864
200192,1,2861.3,2084.8,1.9042,0.5400
250112,1,2837.1,2191.5,1.9830,0.7428
300032,1,2411.5,1834.5,2.2536,0.8492
350208,1,2816.7,1677.8,1.7023,0.5550
400128,1,2110.3,1694.2,1.9074,0.7711
450048,1,2630.2,1817.5,2.1499,0.6233
500224,1,3089.9,1526.1,2.0696,0.7429
