step,seed,pi_return,mppi_return,phase_entropy
50176,2,8.1,99.2,1.3227
100096,2,122.3,116.0,2.6729
150016,2,106.0,259.5,2.5376
200192,2,152.5,287.2,2.0073
250112,2,413.8,378.3,1.3698
300032,2,389.3,381.7,2.0973
350208,2,376.0,449.3,1.9771
400128,2,514.8,521.0,1.7511
450048,2,182.3,134.6,1.8291
500224,2,536.4,534.2,1.6138
