step,seed,pi_return,mppi_return,phase_entropy
50176,0,461.4,497.6,2.0964
100096,0,971.0,1452.9,2.2682
150016,0,2185.9,3484.5,0.7629
200192,0,2950.9,4373.9,0.7688
250112,0,3823.2,2736.6,1.1468
300032,0,3054.5,613.5,0.6656
350208,0,4029.3,3212.2,0.7870
400128,0,2247.4,1227.7,1.4414
450048,0,860.0,559.9,1.7690
500224,0,2557.8,1273.8,2.0573
