step,seed,pi_return,mppi_return,phase_entropy
50176,0,1075.9,683.1,1.4657
100096,0,2283.1,1778.3,1.6318
150016,0,2577.7,2586.5,1.9999
200192,0,3337.2,2186.2,1.5251
250112,0,2199.6,1567.2,1.6099
300032,0,2615.3,1903.1,1.5268
350208,0,3099.4,1544.2,1.4381
400128,0,2443.1,1403.5,1.7991
450048,0,1055.4,621.4,1.4195
500224,0,2492.9,1050.9,1.9000
