step,reward,eval_type,seed
50176,21.9,pi,2
50176,39.8,mppi,2
50176,43.8,jumpy,2
100096,74.1,pi,2
100096,162.5,mppi,2
100096,34.9,jumpy,2
150016,311.3,pi,2
150016,237.7,mppi,2
150016,86.1,jumpy,2
200192,356.1,pi,2
200192,302.0,mppi,2
200192,255.4,jumpy,2
250112,197.8,pi,2
250112,271.6,mppi,2
250112,355.1,jumpy,2
300032,459.6,pi,2
300032,258.7,mppi,2
300032,420.2,jumpy,2
350208,514.3,pi,2
350208,380.0,mppi,2
350208,351.9,jumpy,2
400128,552.7,pi,2
400128,268.8,mppi,2
400128,429.5,jumpy,2
450048,477.1,pi,2
450048,333.1,mppi,2
450048,435.4,jumpy,2
500224,561.5,pi,2
500224,400.5,mppi,2
500224,447.5,jumpy,2
