step,reward,eval_type,seed
250112,0.0,pi,4
250112,6.2,mppi,4
500224,15.9,pi,4
500224,16.7,mppi,4
750080,11.3,pi,4
750080,13.0,mppi,4
1000192,225.9,pi,4
1000192,226.9,mppi,4
1250048,246.7,pi,4
1250048,245.8,mppi,4
1500160,251.7,pi,4
1500160,224.5,mppi,4
1750016,261.9,pi,4
1750016,270.2,mppi,4
2000128,269.0,pi,4
2000128,262.0,mppi,4
2250240,264.7,pi,4
2250240,266.5,mppi,4
2500096,262.4,pi,4
2500096,270.5,mppi,4
2750208,274.1,pi,4
2750208,277.4,mppi,4
3000064,267.9,pi,4
3000064,254.1,mppi,4
3250176,257.3,pi,4
3250176,286.4,mppi,4
3500032,269.0,pi,4
3500032,279.0,mppi,4
3750144,270.4,pi,4
3750144,275.2,mppi,4
4000000,269.4,pi,4
4000000,274.3,mppi,4
4250112,272.7,pi,4
4250112,280.2,mppi,4
4500224,260.6,pi,4
4500224,282.9,mppi,4
4750080,271.7,pi,4
4750080,279.3,mppi,4
5000192,275.0,pi,4
5000192,285.3,mppi,4
5250048,270.4,pi,4
5250048,283.5,mppi,4
5500160,274.9,pi,4
5500160,249.0,mppi,4
5750016,265.1,pi,4
5750016,278.0,mppi,4
6000128,273.9,pi,4
6000128,286.0,mppi,4
6250240,275.1,pi,4
6250240,293.2,mppi,4
6500096,284.8,pi,4
6500096,288.1,mppi,4
6750208,275.8,pi,4
6750208,287.1,mppi,4
7000064,272.7,pi,4
7000064,280.7,mppi,4
7250176,274.2,pi,4
7250176,284.7,mppi,4
7500032,278.8,pi,4
7500032,287.3,mppi,4
7750144,275.2,pi,4
7750144,285.4,mppi,4
8000000,275.3,pi,4
8000000,285.6,mppi,4
250112,3.9,pi,4
250112,9.0,mppi,4
500224,239.1,pi,4
500224,251.7,mppi,4
750080,347.5,pi,4
750080,357.5,mppi,4
1000192,429.1,pi,4
1000192,438.6,mppi,4
1250048,466.6,pi,4
1250048,496.4,mppi,4
1500160,478.4,pi,4
1500160,486.6,mppi,4
1750016,482.0,pi,4
1750016,513.8,mppi,4
2000128,502.5,pi,4
2000128,512.9,mppi,4
2250240,514.5,pi,4
2250240,516.6,mppi,4
2500096,512.6,pi,4
2500096,530.1,mppi,4
2750208,508.5,pi,4
2750208,525.7,mppi,4
3000064,513.8,pi,4
3000064,526.2,mppi,4
3250176,516.6,pi,4
3250176,534.2,mppi,4
3500032,520.4,pi,4
3500032,548.2,mppi,4
3750144,523.5,pi,4
3750144,539.2,mppi,4
4000000,526.0,pi,4
4000000,544.5,mppi,4
4250112,528.3,pi,4
4250112,550.8,mppi,4
4500224,518.2,pi,4
4500224,543.3,mppi,4
4750080,528.7,pi,4
4750080,544.8,mppi,4
5000192,531.2,pi,4
5000192,550.7,mppi,4
5250048,535.3,pi,4
5250048,558.6,mppi,4
5500160,536.3,pi,4
5500160,477.7,mppi,4
5750016,535.4,pi,4
5750016,551.6,mppi,4
6000128,530.3,pi,4
6000128,546.9,mppi,4
6250240,532.1,pi,4
6250240,542.3,mppi,4
6500096,520.5,pi,4
6500096,544.6,mppi,4
6750208,540.7,pi,4
6750208,546.4,mppi,4
7000064,529.8,pi,4
7000064,553.1,mppi,4
7250176,534.6,pi,4
7250176,547.8,mppi,4
7500032,537.8,pi,4
7500032,554.6,mppi,4
7750144,523.0,pi,4
7750144,550.1,mppi,4
8000000,532.0,pi,4
8000000,540.5,mppi,4
8250112,515.0,pi,4
8250112,538.8,mppi,4
