step,seed,pi_return,mppi_return,phase_entropy
50176,1,110.6,56.2,1.7693
100096,1,204.3,195.1,1.9069
150016,1,187.1,317.2,2.2343
200192,1,193.9,39.0,2.5927
250112,1,330.0,393.4,2.3660
300032,1,349.0,339.2,2.4037
350208,1,388.2,380.9,2.3249
400128,1,475.8,503.4,2.1868
450048,1,486.0,535.7,2.0283
500224,1,214.4,145.2,2.2605
