step,reward,eval_type,seed
50176,63.2,pi,1
50176,139.0,mppi,1
100096,236.6,pi,1
100096,175.7,mppi,1
150016,116.4,pi,1
150016,241.3,mppi,1
200192,300.7,pi,1
200192,323.3,mppi,1
250112,354.4,pi,1
250112,415.7,mppi,1
300032,3.5,pi,1
300032,90.4,mppi,1
350208,230.9,pi,1
350208,0.1,mppi,1
400128,549.1,pi,1
400128,374.8,mppi,1
450048,1.1,pi,1
450048,104.6,mppi,1
500224,608.8,pi,1
500224,478.6,mppi,1
