step,reward,eval_type,seed
250112,0.0,pi,2
250112,0.6,mppi,2
500224,0.0,pi,2
500224,2.3,mppi,2
750080,4.6,pi,2
750080,0.0,mppi,2
1000192,95.9,pi,2
1000192,44.3,mppi,2
1250048,3.4,pi,2
1250048,0.0,mppi,2
1500160,159.1,pi,2
1500160,231.9,mppi,2
1750016,102.7,pi,2
1750016,91.7,mppi,2
2000128,187.2,pi,2
2000128,288.3,mppi,2
2250240,311.3,pi,2
2250240,364.8,mppi,2
2500096,293.9,pi,2
2500096,366.9,mppi,2
2750208,387.7,pi,2
2750208,406.8,mppi,2
3000064,406.6,pi,2
3000064,435.6,mppi,2
3250176,382.9,pi,2
3250176,402.0,mppi,2
3500032,368.2,pi,2
3500032,451.4,mppi,2
3750144,409.8,pi,2
3750144,446.0,mppi,2
4000000,403.0,pi,2
4000000,440.1,mppi,2
