step,seed,pi_reward,mppi_reward,mppi_minus_pi,selected,reward,margin
250112,2,0.0,0.0,0.0,pi,0.0,25.0
500224,2,8.5,1.6,-6.9,pi,8.5,25.0
750080,2,78.3,54.9,-23.4,pi,78.3,25.0
1000192,2,201.0,211.0,9.9,pi,201.0,25.0
1250048,2,78.3,32.5,-45.8,pi,78.3,25.0
1500160,2,305.8,258.5,-47.3,pi,305.8,25.0
1750016,2,340.3,353.5,13.2,pi,340.3,25.0
