step,reward,eval_type,seed
250112,106.2,pi,10
250112,37.8,mppi,10
500224,461.8,pi,10
500224,479.8,mppi,10
750080,513.2,pi,10
750080,518.9,mppi,10
1000192,511.9,pi,10
1000192,566.8,mppi,10
1250048,388.7,pi,10
1250048,565.4,mppi,10
1500160,354.8,pi,10
1500160,422.3,mppi,10
1750016,540.1,pi,10
1750016,566.5,mppi,10
2000128,527.6,pi,10
2000128,534.1,mppi,10
