step,reward,eval_type,seed
50176,33.5,pi,1
50176,23.9,mppi,1
100096,21.0,pi,1
100096,19.0,mppi,1
150016,26.0,pi,1
150016,31.8,mppi,1
200192,25.3,pi,1
200192,50.5,mppi,1
250112,18.5,pi,1
250112,35.6,mppi,1
300032,50.1,pi,1
300032,30.8,mppi,1
350208,22.8,pi,1
350208,42.5,mppi,1
400128,35.6,pi,1
400128,43.1,mppi,1
450048,64.1,pi,1
450048,33.9,mppi,1
500224,80.0,pi,1
500224,42.2,mppi,1
550144,43.6,pi,1
550144,11.7,mppi,1
600064,256.3,pi,1
600064,159.9,mppi,1
650240,298.1,pi,1
650240,70.7,mppi,1
700160,37.1,pi,1
700160,93.2,mppi,1
750080,105.4,pi,1
750080,83.2,mppi,1
800000,23.7,pi,1
800000,134.9,mppi,1
850176,72.8,pi,1
850176,82.7,mppi,1
900096,210.3,pi,1
900096,85.2,mppi,1
950016,307.3,pi,1
950016,342.7,mppi,1
1000192,400.8,pi,1
1000192,319.9,mppi,1
1050112,22.4,pi,1
1050112,37.7,mppi,1
1100032,262.3,pi,1
1100032,121.2,mppi,1
1150208,365.5,pi,1
1150208,336.9,mppi,1
1200128,102.0,pi,1
1200128,72.1,mppi,1
1250048,117.3,pi,1
1250048,108.9,mppi,1
1300224,25.6,pi,1
1300224,53.6,mppi,1
1350144,70.0,pi,1
1350144,174.5,mppi,1
1400064,516.6,pi,1
1400064,339.4,mppi,1
1450240,135.3,pi,1
1450240,35.6,mppi,1
1500160,390.8,pi,1
1500160,253.7,mppi,1
