step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,1627.2,551.4,1.8097,0.8853
100096,0,2351.3,840.5,1.4166,0.6546
150016,0,2906.2,1554.7,1.6750,0.6775
200192,0,2654.0,1720.4,2.0365,0.6799
250112,0,3008.6,2425.1,1.5656,0.3117
300032,0,2646.1,1524.3,2.0698,0.6964
350208,0,2697.5,1874.7,1.8259,0.3920
400128,0,2817.5,2130.4,1.3879,0.2437
450048,0,2670.9,1596.1,1.7255,0.4354
500224,0,2995.3,1484.6,1.9441,0.7549
