step,reward,eval_type,seed
250112,0.0,pi,5
250112,2.0,mppi,5
500224,246.8,pi,5
500224,268.0,mppi,5
750080,282.7,pi,5
750080,302.0,mppi,5
1000192,294.2,pi,5
1000192,301.4,mppi,5
1250048,292.7,pi,5
1250048,305.3,mppi,5
1500160,299.9,pi,5
1500160,298.8,mppi,5
1750016,303.1,pi,5
1750016,313.5,mppi,5
2000128,300.2,pi,5
2000128,309.0,mppi,5
2250240,307.7,pi,5
2250240,322.6,mppi,5
2500096,306.3,pi,5
2500096,313.4,mppi,5
2750208,302.8,pi,5
2750208,320.5,mppi,5
3000064,305.1,pi,5
3000064,317.7,mppi,5
3250176,305.6,pi,5
3250176,314.7,mppi,5
3500032,303.7,pi,5
3500032,322.8,mppi,5
3750144,315.5,pi,5
3750144,308.1,mppi,5
4000000,311.5,pi,5
4000000,315.3,mppi,5
4250112,301.7,pi,5
4250112,320.2,mppi,5
4500224,317.5,pi,5
4500224,315.3,mppi,5
4750080,315.5,pi,5
4750080,324.8,mppi,5
5000192,316.4,pi,5
5000192,325.4,mppi,5
5250048,312.7,pi,5
5250048,318.1,mppi,5
5500160,310.2,pi,5
5500160,320.5,mppi,5
5750016,311.4,pi,5
5750016,318.0,mppi,5
