step,seed,pi_reward,mppi_reward,mppi_minus_pi,selected,reward,margin
250112,3,0.0,0.4,0.4,pi,0.0,25.0
500224,3,261.9,284.5,22.6,pi,261.9,25.0
750080,3,293.2,112.7,-180.5,pi,293.2,25.0
1000192,3,318.2,337.7,19.4,pi,318.2,25.0
1250048,3,324.9,341.9,16.9,pi,324.9,25.0
1500160,3,327.3,339.1,11.8,pi,327.3,25.0
1750016,3,335.2,343.6,8.5,pi,335.2,25.0
2000128,3,267.4,334.1,66.8,mppi,334.1,25.0
