step,reward,eval_type,seed
50176,86.6,pi,1
50176,429.9,mppi,1
50176,992.9,jumpy,1
100096,698.5,pi,1
100096,479.2,mppi,1
100096,1563.3,jumpy,1
150016,766.5,pi,1
150016,622.6,mppi,1
150016,2416.9,jumpy,1
200192,781.5,pi,1
200192,1079.5,mppi,1
200192,2510.9,jumpy,1
250112,466.9,pi,1
250112,710.1,mppi,1
250112,1985.3,jumpy,1
300032,520.5,pi,1
300032,1004.0,mppi,1
300032,2882.4,jumpy,1
350208,1372.2,pi,1
350208,2271.3,mppi,1
350208,1197.7,jumpy,1
400128,1788.2,pi,1
400128,1183.7,mppi,1
400128,2621.4,jumpy,1
450048,1934.0,pi,1
450048,1468.8,mppi,1
450048,2754.5,jumpy,1
500224,2003.1,pi,1
500224,681.7,mppi,1
500224,1217.0,jumpy,1
