step,reward,eval_type,seed
250112,1.0,pi,7
250112,0.0,mppi,7
500224,454.7,pi,7
500224,470.7,mppi,7
750080,475.3,pi,7
750080,482.2,mppi,7
1000192,477.1,pi,7
1000192,493.4,mppi,7
1250048,468.7,pi,7
1250048,473.7,mppi,7
1500160,482.3,pi,7
1500160,511.4,mppi,7
1750016,493.5,pi,7
1750016,512.3,mppi,7
2000128,490.3,pi,7
2000128,513.1,mppi,7
2250240,485.7,pi,7
2250240,516.8,mppi,7
2500096,494.4,pi,7
2500096,521.0,mppi,7
2750208,487.2,pi,7
2750208,507.2,mppi,7
3000064,489.1,pi,7
3000064,516.3,mppi,7
3250176,491.9,pi,7
3250176,517.8,mppi,7
3500032,500.1,pi,7
3500032,383.8,mppi,7
3750144,498.7,pi,7
3750144,520.1,mppi,7
4000000,489.5,pi,7
4000000,509.3,mppi,7
4250112,493.3,pi,7
4250112,504.2,mppi,7
4500224,515.1,pi,7
4500224,457.0,mppi,7
4750080,500.9,pi,7
4750080,513.0,mppi,7
5000192,503.5,pi,7
5000192,512.9,mppi,7
5250048,504.9,pi,7
5250048,520.3,mppi,7
5500160,508.9,pi,7
5500160,515.1,mppi,7
