step,seed,pi_return,mppi_return,phase_entropy
50176,2,342.6,500.7,0.7145
100096,2,2598.7,1539.8,0.7646
150016,2,712.3,2679.7,0.5301
200192,2,2947.5,2552.7,1.4552
250112,2,1531.4,626.0,0.8495
300032,2,104.6,122.9,1.0551
350208,2,1787.1,667.9,1.5663
400128,2,275.5,475.1,1.0301
450048,2,325.4,310.9,1.0566
500224,2,1378.6,1007.0,1.3720
