step,reward,eval_type,seed
250112,0.0,pi,5
250112,0.4,mppi,5
500224,0.0,pi,5
500224,0.2,mppi,5
750080,0.0,pi,5
750080,0.0,mppi,5
1000192,2.9,pi,5
1000192,2.8,mppi,5
1250048,4.1,pi,5
1250048,2.6,mppi,5
1500160,3.2,pi,5
1500160,8.0,mppi,5
1750016,30.3,pi,5
1750016,60.4,mppi,5
2000128,158.3,pi,5
2000128,104.8,mppi,5
2250240,210.0,pi,5
2250240,188.6,mppi,5
2500096,225.2,pi,5
2500096,245.5,mppi,5
2750208,226.7,pi,5
2750208,233.7,mppi,5
3000064,230.6,pi,5
3000064,237.8,mppi,5
3250176,219.5,pi,5
3250176,205.7,mppi,5
