step,reward,eval_type,seed
50176,29.7,pi,1
50176,28.4,mppi,1
100096,114.0,pi,1
100096,96.2,mppi,1
150016,146.8,pi,1
150016,190.2,mppi,1
200192,339.9,pi,1
200192,261.7,mppi,1
250112,71.1,pi,1
250112,64.7,mppi,1
300032,283.1,pi,1
300032,306.4,mppi,1
350208,380.9,pi,1
350208,330.8,mppi,1
400128,358.0,pi,1
400128,378.9,mppi,1
450048,311.1,pi,1
450048,424.2,mppi,1
500224,349.5,pi,1
500224,344.4,mppi,1
550144,317.4,pi,1
550144,402.8,mppi,1
600064,362.8,pi,1
600064,280.1,mppi,1
650240,272.6,pi,1
650240,311.3,mppi,1
700160,277.1,pi,1
700160,277.5,mppi,1
750080,225.7,pi,1
750080,212.8,mppi,1
800000,335.6,pi,1
800000,369.4,mppi,1
850176,357.9,pi,1
850176,357.3,mppi,1
900096,289.3,pi,1
900096,240.1,mppi,1
950016,299.2,pi,1
950016,311.1,mppi,1
1000192,376.0,pi,1
1000192,379.9,mppi,1
