step,seed,pi_return,mppi_return,phase_entropy
50176,0,961.5,646.7,1.8672
100096,0,1820.4,1100.9,0.8708
150016,0,2333.1,1426.9,0.9873
200192,0,538.3,620.0,1.5754
250112,0,2011.4,1887.7,1.5534
300032,0,1833.7,1572.5,1.7577
350208,0,3338.8,3373.3,1.2066
400128,0,1564.9,2499.7,2.2512
450048,0,596.1,309.2,1.4125
500224,0,2041.9,491.6,2.2105
