step,seed,pi_return,mppi_return,phase_entropy
50176,2,84.7,12.1,2.1214
100096,2,178.8,173.6,2.1659
150016,2,137.0,307.2,2.2644
200192,2,198.8,301.4,2.6361
250112,2,250.8,379.2,2.4240
300032,2,322.8,345.2,2.3952
350208,2,409.2,337.0,2.2230
400128,2,361.9,0.4,2.3824
450048,2,475.4,603.1,1.9800
500224,2,483.9,526.3,1.9754
