step,seed,pi_return,mppi_return,phase_entropy
50176,1,372.1,480.5,1.5038
100096,1,2855.3,1551.1,1.4443
150016,1,2598.7,784.9,1.7179
200192,1,2707.6,1951.6,1.4327
250112,1,2951.0,735.5,1.4799
300032,1,1755.2,1747.6,1.3250
350208,1,1799.4,1078.2,1.4091
400128,1,985.1,1786.3,1.7821
450048,1,297.4,224.0,0.8271
500224,1,2860.6,1784.0,1.4325
