step,seed,pi_return,mppi_return,phase_entropy
50176,3,385.7,793.5,0.6738
100096,3,1508.4,2446.0,1.5117
150016,3,991.0,384.1,1.1900
200192,3,2186.1,2642.6,2.0610
250112,3,3627.3,2516.6,2.3014
300032,3,201.3,954.0,0.1888
350208,3,450.0,317.9,1.0031
400128,3,2115.4,2397.9,1.2075
450048,3,1058.8,1534.8,1.5458
500224,3,1133.6,375.1,1.8587
