step,seed,pi_reward,mppi_reward,mppi_minus_pi,selected,reward,margin
250112,7,48.4,132.5,84.1,mppi,132.5,25.0
500224,7,217.1,241.7,24.6,pi,217.1,25.0
750080,7,279.7,286.0,6.3,pi,279.7,25.0
1000192,7,312.6,361.4,48.8,mppi,361.4,25.0
1250048,7,370.9,367.2,-3.7,pi,370.9,25.0
1500160,7,365.4,382.9,17.5,pi,365.4,25.0
1750016,7,370.5,430.3,59.8,mppi,430.3,25.0
2000128,7,399.4,413.1,13.7,pi,399.4,25.0
