step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,2,901.2,640.7,1.1708,0.9581
100096,2,2686.4,1530.5,1.0391,0.4950
150016,2,2469.7,1429.8,1.6607,0.7782
200192,2,2490.6,1577.1,2.0282,0.7872
250112,2,1684.2,1552.9,2.2255,0.9431
300032,2,2134.9,633.7,0.9107,0.7486
350208,2,226.0,222.6,0.9631,0.7282
400128,2,2461.6,1817.5,1.7116,0.7553
450048,2,2993.3,1502.7,1.4206,0.3010
500224,2,2968.4,1706.9,1.4062,0.5944
