step,reward,eval_type,seed
250112,0.0,pi,3
250112,0.0,mppi,3
500224,0.0,pi,3
500224,0.0,mppi,3
750080,0.2,pi,3
750080,0.0,mppi,3
1000192,3.0,pi,3
1000192,25.5,mppi,3
1250048,18.4,pi,3
1250048,40.2,mppi,3
1500160,42.6,pi,3
1500160,4.0,mppi,3
1750016,1.1,pi,3
1750016,0.0,mppi,3
2000128,64.7,pi,3
2000128,48.6,mppi,3
2250240,188.5,pi,3
2250240,235.4,mppi,3
2500096,96.3,pi,3
2500096,241.3,mppi,3
2750208,97.4,pi,3
2750208,247.3,mppi,3
3000064,144.8,pi,3
3000064,260.9,mppi,3
3250176,2.0,pi,3
3250176,7.6,mppi,3
3500032,2.9,pi,3
3500032,0.0,mppi,3
3750144,241.5,pi,3
3750144,245.8,mppi,3
4000000,192.7,pi,3
4000000,127.0,mppi,3
4250112,335.4,pi,3
4250112,240.1,mppi,3
4500224,268.3,pi,3
4500224,129.4,mppi,3
4750080,139.0,pi,3
4750080,390.0,mppi,3
5000192,207.9,pi,3
5000192,147.4,mppi,3
5250048,168.5,pi,3
5250048,113.1,mppi,3
5500160,72.5,pi,3
5500160,0.0,mppi,3
5750016,213.9,pi,3
5750016,111.1,mppi,3
6000128,84.4,pi,3
6000128,3.3,mppi,3
6250240,61.5,pi,3
6250240,0.0,mppi,3
6500096,235.8,pi,3
6500096,314.4,mppi,3
6750208,304.8,pi,3
6750208,161.1,mppi,3
7000064,247.4,pi,3
7000064,136.9,mppi,3
7250176,343.6,pi,3
7250176,313.2,mppi,3
7500032,188.1,pi,3
7500032,464.6,mppi,3
7750144,226.6,pi,3
7750144,448.1,mppi,3
8000000,195.9,pi,3
8000000,207.9,mppi,3
8250112,75.1,pi,3
8250112,320.9,mppi,3
8500224,285.2,pi,3
8500224,302.5,mppi,3
8750080,229.4,pi,3
8750080,135.4,mppi,3
9000192,269.1,pi,3
9000192,158.7,mppi,3
9250048,414.7,pi,3
9250048,173.4,mppi,3
9500160,0.0,pi,3
9500160,363.3,mppi,3
9750016,260.5,pi,3
9750016,174.3,mppi,3
10000128,0.0,pi,3
10000128,509.7,mppi,3
