step,reward,eval_type,seed
250112,0.0,pi,4
250112,4.7,mppi,4
500224,4.2,pi,4
500224,2.5,mppi,4
750080,268.5,pi,4
750080,312.3,mppi,4
1000192,435.0,pi,4
1000192,457.8,mppi,4
1250048,371.7,pi,4
1250048,471.9,mppi,4
1500160,436.3,pi,4
1500160,475.7,mppi,4
1750016,454.7,pi,4
1750016,492.5,mppi,4
2000128,494.0,pi,4
2000128,524.5,mppi,4
