training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6402817,4.6402817,0.018235622,1.0,1.206746,9.392999,-7.601742,0.012563126,0.00050067424,0.25918853,0.015155012,0.019246792,-0.05301892,0.37792388,-4.6499577,4.6499577,0.022106057,1.0,1.2108395,3.6296823,-3.6876173,0.012593169,0.0004896715,0.27583838,0.0153515525,0.007755172872543335,38.77590322494507,5000
-4.643218,4.643218,0.019410014,1.0,0.93916553,6.7624483,-4.8660803,0.010597977,0.0012185078,0.3965704,0.014563682,0.015024285,-0.028691232,0.38175434,-4.6379995,4.6379995,0.01732267,1.0,1.0047178,5.088246,-3.4757903,0.011347344,0.0013133005,0.40242028,0.015371547,0.002474607849121094,51.14894676208496,10000
-4.641043,4.641043,0.018540366,1.0,1.0482018,3.8709831,-3.401138,0.01147813,0.0010061746,0.5191156,0.016669286,0.029157983,-0.03299681,0.4815865,-4.637841,4.637841,0.017259464,1.0,1.2370851,3.6983428,-3.6037402,0.013564837,0.0012060464,0.5394896,0.018959733,0.0024278029441833497,63.287965059280396,15000
-4.631647,4.631647,0.014781981,1.0,1.0630563,6.049336,-4.283054,0.013533806,0.0029325697,0.52540135,0.01878782,0.019784696,-0.04117373,0.58761305,-4.6463304,4.6463304,0.020655112,1.0,1.2386036,4.027194,-4.2063236,0.015921958,0.0035716374,0.5210288,0.021132246,0.002427389907836914,75.42491817474365,20000
-4.634329,4.634329,0.015854402,1.0,1.1233097,5.1389356,-5.421591,0.014131956,0.00292814,0.6385422,0.020517377,0.04870241,-0.014570186,0.72198,-4.643858,4.643858,0.019666256,1.0,1.3732646,6.4437265,-5.2174296,0.016562723,0.0028586644,0.6438544,0.023001267,0.002480860376358032,87.8292236328125,25000
-4.6398253,4.6398253,0.01805321,1.0,3.2550173,5.4578047,-5.421591,0.036319554,0.0038074607,1.3218324,0.04953788,0.04374061,-0.047150895,1.5210605,-4.631975,4.631975,0.014913014,1.0,2.9095507,6.4437265,-5.2174296,0.03288553,0.0038283083,1.3520619,0.046406146,0.0023937843799591066,99.79814910888672,30000
-4.6339474,4.6339474,0.015701884,1.0,3.4596038,5.1174884,-5.421591,0.041096926,0.006566559,1.6649702,0.057746626,0.17038411,-0.17867126,4.9578466,-4.6490755,4.6490755,0.021753116,1.0,4.671088,6.4437265,-5.2174296,0.05500906,0.008381999,1.6806363,0.07181542,0.0023681606292724608,111.63895678520203,35000
-4.638262,4.638262,0.017427737,1.0,4.955789,4.9539866,-5.421591,0.056289032,0.006799137,1.9182705,0.07547174,0.08838437,-0.1386918,3.1546094,-4.634878,4.634878,0.016074253,1.0,4.2407904,6.4437265,-5.2174296,0.049204472,0.0068652215,1.9265485,0.06846996,0.002387012434005737,123.5740225315094,40000
-4.630719,4.630719,0.014410538,1.0,1.899107,14.750955,-5.421591,0.027312627,0.008405616,1.9455769,0.046768397,0.075829074,-0.03524925,1.5506423,-4.6435423,4.6435423,0.019540066,1.0,1.7639003,13.668478,-5.2174296,0.047836132,0.03050215,1.9677968,0.0675141,0.0024046706199645994,135.59737992286682,45000
-4.6453094,4.6453094,0.020246712,1.0,1.782515,12.255306,-5.421591,0.02226068,0.004480333,1.5963067,0.038223747,0.050489016,-0.051682934,1.7950821,-4.63337,4.63337,0.015471064,1.0,1.838376,16.345692,-5.2174296,0.025463536,0.0071512894,1.6087248,0.041550785,0.002419240379333496,147.6935851573944,50000
