step,seed,pi_return,mppi_return,phase_entropy,value_r2
50176,0,0.2,67.1,0.0000,0.3452
100096,0,0.2,67.8,0.0000,0.2567
150016,0,2.0,49.1,0.0000,0.6469
200192,0,104.1,21.2,0.0323,0.1039
250112,0,12.6,42.5,0.0000,0.9594
300032,0,121.8,79.6,0.0000,0.1818
350208,0,0.1,77.1,0.0000,0.7994
400128,0,1.2,42.5,0.0000,0.9570
450048,0,1.3,32.7,0.0000,0.9602
500224,0,2.3,62.6,0.0000,0.9574
