training/bc/bc_log_prob,training/bc/bc_loss,training/bc/mse,training/bc/std,training/flow_occupancy/current_flow_matching_loss,training/flow_occupancy/flow_future_obs_max,training/flow_occupancy/flow_future_obs_min,training/flow_occupancy/flow_matching_loss,training/flow_occupancy/future_flow_matching_loss,training/flow_occupancy/kl_loss,training/flow_occupancy/neg_elbo_loss,training/grad/max,training/grad/min,training/grad/norm,validation/bc/bc_log_prob,validation/bc/bc_loss,validation/bc/mse,validation/bc/std,validation/flow_occupancy/current_flow_matching_loss,validation/flow_occupancy/flow_future_obs_max,validation/flow_occupancy/flow_future_obs_min,validation/flow_occupancy/flow_matching_loss,validation/flow_occupancy/future_flow_matching_loss,validation/flow_occupancy/kl_loss,validation/flow_occupancy/neg_elbo_loss,time/epoch_time,time/total_time,step
-4.6402807,4.6402807,0.018235276,1.0,1.4687423,5.9781895,-6.562597,0.015416061,0.000736,0.03922453,0.017377287,0.019241432,-0.05300416,0.3653313,-4.6499567,4.6499567,0.0221057,1.0,1.488702,3.3318849,-3.6408617,0.01543415,0.00055265496,0.0625107,0.018559685,0.007181760740280151,35.90881896018982,5000
-4.6432137,4.6432137,0.019408433,1.0,1.1823337,3.2714162,-3.3139787,0.01234909,0.0005310633,0.038153507,0.014256765,0.0149902385,-0.028719567,0.33467972,-4.6379986,4.6379986,0.01732235,1.0,1.1800805,3.3150418,-3.8583694,0.012416882,0.00062230084,0.042772427,0.014555504,0.0024944443225860596,48.38104510307312,10000
-4.64104,4.64104,0.018538807,1.0,0.9216214,3.564306,-3.44845,0.009885475,0.0006760217,0.030973101,0.01143413,0.02914871,-0.03295908,0.46341288,-4.6378403,4.6378403,0.01725927,1.0,1.1691275,4.0709233,-3.3384156,0.013032971,0.0013552501,0.032612883,0.014663615,0.002517227029800415,60.96718382835388,15000
-4.631649,4.631649,0.014782622,1.0,0.9169563,3.723792,-4.1024103,0.013046963,0.0039165663,0.028446864,0.014469306,0.019764857,-0.041377667,0.49840274,-4.646335,4.646335,0.020656912,1.0,1.0912554,4.100575,-3.9537816,0.012590017,0.0016944064,0.027684465,0.01397424,0.002516486644744873,73.54962086677551,20000
-4.634324,4.634324,0.015852395,1.0,0.8941126,4.39031,-4.8342805,0.010708755,0.0017854839,0.0287858,0.012148045,0.048691258,-0.0145324515,0.42511466,-4.6438637,4.6438637,0.019668534,1.0,1.1026556,4.315852,-4.6270537,0.013683709,0.002683992,0.02927188,0.015147303,0.0025394032955169676,86.24664115905762,25000
-4.6398253,4.6398253,0.018053124,1.0,0.9160511,4.7463384,-5.421591,0.011384167,0.0022461172,0.027186155,0.012743475,0.031205567,-0.031962592,0.4035878,-4.6319675,4.6319675,0.014910121,1.0,0.95263726,4.956905,-5.1811647,0.012094621,0.0025941897,0.02748201,0.013468721,0.00263560209274292,99.4246551990509,30000
-4.6339493,4.6339493,0.015702816,1.0,0.8356124,4.835159,-5.421591,0.011091303,0.002762807,0.026014153,0.012392011,0.036476754,-0.020444186,0.438807,-4.6490784,4.6490784,0.021754308,1.0,0.9503921,6.087144,-5.2174296,0.012309982,0.0028344067,0.025950536,0.013607509,0.0025624804019927978,112.23706102371216,35000
-4.6382637,4.6382637,0.017428475,1.0,0.911217,4.827724,-5.421591,0.010333934,0.0012341059,0.030191112,0.0118434895,0.03390258,-0.045311574,0.49429986,-4.6348825,4.6348825,0.016075816,1.0,0.9706771,6.8935385,-5.2174296,0.011935173,0.0022509117,0.029770993,0.013423722,0.0024715195655822756,124.59466290473938,40000
-4.6307144,4.6307144,0.014408745,1.0,0.9992249,5.392821,-5.421591,0.012317395,0.0023486326,0.0295197,0.01379338,0.021613834,-0.022001073,0.40492344,-4.643544,4.643544,0.019540457,1.0,1.0274723,5.9491673,-5.2174296,0.0125318905,0.0022799685,0.030893283,0.014076555,0.0023889713764190675,136.53952383995056,45000
-4.645296,4.645296,0.02024156,1.0,0.9080874,5.8955574,-5.421591,0.013399202,0.0043619485,0.026370326,0.014717719,0.023364373,-0.025348797,0.600932,-4.633375,4.633375,0.015472976,1.0,1.0769386,6.5202665,-5.2174296,0.013859833,0.0031216638,0.026291613,0.015174413,0.0024806129455566405,148.94259214401245,50000
-4.6463346,4.6463346,0.020656986,1.0,0.82475215,9.703036,-6.6235204,0.011495655,0.0032809437,0.025436286,0.0127674695,0.039351325,-0.03671005,0.6471646,-4.630661,4.630661,0.014387369,1.0,0.9467242,5.962466,-5.198244,0.012364568,0.0029265922,0.023815736,0.013555355,0.00249596643447876,161.42242860794067,55000
-4.642054,4.642054,0.018944642,1.0,0.8457711,12.468063,-5.421591,0.011398121,0.0029701116,0.021271516,0.012461697,0.04177541,-0.018268554,0.47779298,-4.629117,4.629117,0.013769904,1.0,0.9361298,6.053854,-5.2174296,0.014255535,0.0049436735,0.02130943,0.015321006,0.00260421142578125,174.44349026679993,60000
-4.6384897,4.6384897,0.017518878,1.0,0.82736874,8.1345005,-6.206053,0.010656871,0.0024072565,0.023883548,0.011851048,0.040819835,-0.03865153,0.5277606,-4.6309843,4.6309843,0.014516621,1.0,0.945201,5.80486,-5.2174296,0.013265075,0.003851581,0.030427705,0.01478646,0.0025673386096954345,187.28018736839294,65000
